[INFO]- ################################################################################################
[INFO]- #                         _       ______   ________  ____    ____  _____                       #
[INFO]- #                        / \     |_   _ \ |_   __  ||_   \  /   _||_   _|                      #
[INFO]- #                       / _ \      | |_) |  | |_ \_|  |   \/   |    | |                        #
[INFO]- #                      / ___ \     |  __'.  |  _|     | |\  /| |    | |   _                    #
[INFO]- #                    _/ /   \ \_  _| |__) |_| |_     _| |_\/_| |_  _| |__/ |                   #
[INFO]- #                   |____| |____||_______/|_____|   |_____||_____||________|                   #
[INFO]- #                                                                                              #
[INFO]- ################################################################################################
[INFO]- num_threads : 1
[INFO]- +-------------------------------------- train data file ---------------------------------------+
[INFO]- | ################ file name ############### Atom number ## nframes ######### Element ######## |
[INFO]- |                              ../data/test.extxyz   128     100                Cu
[INFO]- | Number of files found:    1, number of image :  100
[INFO]- +----------------------------------------------------------------------------------------------+
[INFO]- +-------------------------------------- valid data file ---------------------------------------+
[INFO]- | ################ file name ############### Atom number ## nframes ######### Element ######## |
[INFO]- |                              ../data/test.extxyz   128     100                Cu
[INFO]- | Number of files found:    1, number of image :  100
[INFO]- +----------------------------------------------------------------------------------------------+
[WARNING]- Need 1093 epochs to reach limit_lr, but only train for 1 epochs!
[INFO]- ########################################--Start  Train--########################################
[INFO]- +------------------------------------------Start Loop------------------------------------------+
[INFO]- |-- Train Epoch:  1, batch size:  1, total iters:    100 --------------------------------------|
[INFO]- | Train Iters:     1 ,Loss: 2.42e+00 ,Time: 0.428 ,E_tot: 2.02e+00 ,Force: 3.96e-01
[INFO]- | Train Iters:     2 ,Loss: 2.17e+00 ,Time: 0.399 ,E_tot: 1.76e+00 ,Force: 4.11e-01
[INFO]- | Train Iters:     3 ,Loss: 1.91e+00 ,Time: 0.380 ,E_tot: 1.50e+00 ,Force: 4.05e-01
[INFO]- | Train Iters:     4 ,Loss: 1.64e+00 ,Time: 0.397 ,E_tot: 1.25e+00 ,Force: 3.96e-01
[INFO]- | Train Iters:     5 ,Loss: 1.37e+00 ,Time: 0.391 ,E_tot: 1.01e+00 ,Force: 3.63e-01
[INFO]- | Train Iters:     6 ,Loss: 1.13e+00 ,Time: 0.385 ,E_tot: 7.78e-01 ,Force: 3.55e-01
[INFO]- | Train Iters:     7 ,Loss: 9.31e-01 ,Time: 0.385 ,E_tot: 5.72e-01 ,Force: 3.59e-01
[INFO]- | Train Iters:     8 ,Loss: 7.57e-01 ,Time: 0.392 ,E_tot: 3.91e-01 ,Force: 3.66e-01
[INFO]- | Train Iters:     9 ,Loss: 5.58e-01 ,Time: 0.388 ,E_tot: 2.31e-01 ,Force: 3.27e-01
[INFO]- | Train Iters:    10 ,Loss: 4.28e-01 ,Time: 0.369 ,E_tot: 9.95e-02 ,Force: 3.29e-01
[INFO]- | Train Iters:    11 ,Loss: 2.71e-01 ,Time: 0.425 ,E_tot: 8.04e-03 ,Force: 2.63e-01
[INFO]- | Train Iters:    12 ,Loss: 3.75e-01 ,Time: 0.411 ,E_tot: 7.57e-02 ,Force: 3.00e-01
[INFO]- | Train Iters:    13 ,Loss: 4.12e-01 ,Time: 0.434 ,E_tot: 1.22e-01 ,Force: 2.90e-01
[INFO]- | Train Iters:    14 ,Loss: 4.07e-01 ,Time: 0.382 ,E_tot: 1.40e-01 ,Force: 2.67e-01
[INFO]- | Train Iters:    15 ,Loss: 3.85e-01 ,Time: 0.382 ,E_tot: 1.34e-01 ,Force: 2.50e-01
[INFO]- | Train Iters:    16 ,Loss: 3.60e-01 ,Time: 0.384 ,E_tot: 1.09e-01 ,Force: 2.51e-01
[INFO]- | Train Iters:    17 ,Loss: 2.80e-01 ,Time: 0.394 ,E_tot: 6.59e-02 ,Force: 2.14e-01
[INFO]- | Train Iters:    18 ,Loss: 2.29e-01 ,Time: 0.373 ,E_tot: 4.12e-03 ,Force: 2.25e-01
[INFO]- | Train Iters:    19 ,Loss: 2.73e-01 ,Time: 0.392 ,E_tot: 6.57e-02 ,Force: 2.08e-01
[INFO]- | Train Iters:    20 ,Loss: 3.44e-01 ,Time: 0.398 ,E_tot: 1.42e-01 ,Force: 2.02e-01
[INFO]- | Train Iters:    21 ,Loss: 3.99e-01 ,Time: 0.389 ,E_tot: 2.12e-01 ,Force: 1.87e-01
[INFO]- | Train Iters:    22 ,Loss: 4.58e-01 ,Time: 0.385 ,E_tot: 2.78e-01 ,Force: 1.80e-01
[INFO]- | Train Iters:    23 ,Loss: 4.92e-01 ,Time: 0.385 ,E_tot: 3.32e-01 ,Force: 1.61e-01
